date,total_lines,active_lines_end,retired_lines,orange_count,yellow_count,purple_orig_count,blue_orig_count,purple_profit_count,max_touches,avg_touches,strategic_breaks,quadrant_transitions,final_quadrant,session_range,bearish_resolve_score,bullish_resolve_score,classification,resolve_direction
2024-08-22,36,0,34,5,29,1,1,0,5,1.5666666666666667,34,1,NEUTRAL,475.0,28,4,STRONG_TREND,BEARISH
2024-08-23,24,0,22,16,6,1,1,0,8,2.0,22,1,NEUTRAL,380.0,5,15,STRONG_TREND,BULLISH
2024-08-26,30,0,29,14,14,1,1,0,15,2.3333333333333335,29,1,NEUTRAL,294.0,13,13,STRONG_TREND,NEUTRAL
2024-08-27,13,0,11,5,6,1,1,0,17,5.666666666666667,11,1,NEUTRAL,178.0,5,4,RESOLVE,NEUTRAL
2024-08-28,38,0,37,6,30,1,1,0,3,1.3333333333333333,37,1,NEUTRAL,531.0,29,5,STRONG_TREND,BEARISH
2024-08-29,41,0,40,26,13,1,1,0,8,1.6764705882352942,40,1,NEUTRAL,510.0,12,25,STRONG_TREND,BULLISH
2024-08-30,33,0,32,10,21,1,1,0,18,2.3666666666666667,32,1,NEUTRAL,443.0,20,9,STRONG_TREND,BEARISH
2024-09-02,34,0,32,15,17,1,1,0,6,1.5454545454545454,32,1,NEUTRAL,96.0,16,14,STRONG_TREND,NEUTRAL
2024-09-03,39,1,37,5,32,1,1,0,11,1.8571428571428572,37,1,NEUTRAL,664.0,31,4,STRONG_TREND,BEARISH
2024-09-04,32,0,30,19,11,1,1,0,9,1.9615384615384615,30,1,NEUTRAL,338.0,10,18,STRONG_TREND,BULLISH
2024-09-05,36,0,34,2,32,1,1,0,7,1.896551724137931,34,1,NEUTRAL,576.0,31,1,STRONG_TREND,BEARISH
2024-09-06,63,2,60,7,54,1,1,0,9,1.7454545454545454,60,1,NEUTRAL,816.0,53,6,STRONG_TREND,BEARISH
2024-09-09,50,0,49,44,4,1,1,0,6,1.475,49,1,NEUTRAL,489.0,3,43,STRONG_TREND,BULLISH
2024-09-10,26,1,24,1,23,1,1,0,12,2.0476190476190474,24,1,NEUTRAL,517.0,22,0,STRONG_TREND,BEARISH
2024-09-11,53,1,51,20,31,1,1,0,7,1.3829787234042554,51,1,NEUTRAL,917.0,30,19,STRONG_TREND,BEARISH
2024-09-12,36,0,35,24,10,1,1,0,6,1.878787878787879,35,1,NEUTRAL,459.0,9,23,STRONG_TREND,BULLISH
2024-09-13,30,0,29,27,1,1,1,0,5,1.6,29,1,NEUTRAL,400.0,0,26,STRONG_TREND,BULLISH
2024-09-16,15,0,14,7,6,1,1,0,6,2.1818181818181817,14,1,NEUTRAL,293.0,5,6,RESOLVE,NEUTRAL
2024-09-17,26,0,25,10,14,1,1,0,4,1.65,25,1,NEUTRAL,370.0,13,9,STRONG_TREND,BEARISH
2024-09-18,24,1,22,10,11,1,1,1,8,1.875,22,1,NEUTRAL,556.0,10,9,STRONG_TREND,NEUTRAL
2024-09-19,25,0,24,9,14,1,1,0,5,1.9411764705882353,24,1,NEUTRAL,348.0,13,8,STRONG_TREND,BEARISH
2024-09-23,13,0,11,2,9,1,1,0,4,2.0,11,1,NEUTRAL,181.0,8,1,STRONG_TREND,BEARISH
2024-09-24,12,0,11,6,4,1,1,0,9,3.375,11,1,NEUTRAL,240.0,3,5,RESOLVE,NEUTRAL
2024-09-25,42,0,40,2,38,1,1,0,11,2.4594594594594597,40,1,NEUTRAL,473.0,37,1,STRONG_TREND,BEARISH
2024-09-26,16,0,14,8,6,1,1,0,13,3.8,14,1,NEUTRAL,194.0,5,7,RESOLVE,NEUTRAL
2024-09-27,35,1,33,32,1,1,1,0,7,1.7272727272727273,33,1,NEUTRAL,417.0,0,31,STRONG_TREND,BULLISH
2024-09-30,25,2,22,9,14,1,1,0,11,2.5789473684210527,22,1,NEUTRAL,428.0,13,8,STRONG_TREND,BEARISH
2024-10-01,19,0,18,5,12,1,1,0,8,2.3125,18,1,NEUTRAL,405.0,11,4,STRONG_TREND,BEARISH
2024-10-02,13,0,12,6,5,1,1,0,11,4.0,12,1,NEUTRAL,296.0,4,5,RESOLVE,NEUTRAL
2024-10-03,18,0,17,3,13,1,1,0,4,1.6666666666666667,17,1,NEUTRAL,298.0,12,2,STRONG_TREND,BEARISH
2024-10-04,23,0,21,7,14,1,1,0,8,2.2777777777777777,21,1,NEUTRAL,400.0,13,6,STRONG_TREND,BEARISH
2024-10-07,36,0,34,10,24,1,1,0,5,2.0,34,1,NEUTRAL,478.0,23,9,STRONG_TREND,BEARISH
2024-10-08,17,0,16,6,9,1,1,0,5,2.0,16,1,NEUTRAL,265.0,8,5,STRONG_TREND,BEARISH
2024-10-09,51,0,49,47,2,1,1,0,9,1.7380952380952381,49,1,NEUTRAL,576.0,1,46,STRONG_TREND,BULLISH
2024-10-10,14,0,13,1,11,1,1,0,10,3.5,13,1,NEUTRAL,208.0,10,0,STRONG_TREND,BEARISH
2024-10-11,45,0,43,41,2,1,1,0,10,2.0555555555555554,43,1,NEUTRAL,419.0,1,40,STRONG_TREND,BULLISH
2024-10-14,55,1,52,50,3,1,1,0,14,1.826086956521739,52,1,NEUTRAL,435.0,2,49,STRONG_TREND,BULLISH
2024-10-15,22,0,21,1,19,1,1,0,9,1.7894736842105263,21,1,NEUTRAL,317.0,18,0,STRONG_TREND,BEARISH
2024-10-16,34,0,33,31,1,1,1,0,9,2.111111111111111,33,1,NEUTRAL,422.0,0,30,STRONG_TREND,BULLISH
2024-10-17,17,0,16,4,7,1,1,4,10,5.0,16,1,NEUTRAL,178.0,6,3,RESOLVE,BEARISH
2024-10-18,24,1,22,13,9,1,1,0,8,1.95,22,1,NEUTRAL,295.0,8,12,STRONG_TREND,BULLISH
2024-10-21,42,0,40,3,37,1,1,0,7,1.6842105263157894,40,1,NEUTRAL,440.0,36,2,STRONG_TREND,BEARISH
2024-10-22,46,0,45,37,7,1,1,0,9,1.8205128205128205,45,1,NEUTRAL,338.0,6,36,STRONG_TREND,BULLISH
2024-10-23,51,0,49,9,40,1,1,0,7,1.6136363636363635,49,1,NEUTRAL,491.0,39,8,STRONG_TREND,BEARISH
2024-10-24,28,0,26,2,24,1,1,0,7,1.5416666666666667,26,1,NEUTRAL,283.0,23,1,STRONG_TREND,BEARISH
2024-10-25,47,0,45,4,41,1,1,0,6,1.7954545454545454,45,1,NEUTRAL,566.0,40,3,STRONG_TREND,BEARISH
2024-10-28,19,0,17,16,1,1,1,0,3,1.2857142857142858,17,1,NEUTRAL,166.0,0,15,STRONG_TREND,BULLISH
2024-10-29,24,0,22,20,2,1,1,0,15,2.210526315789474,22,1,NEUTRAL,333.0,1,19,STRONG_TREND,BULLISH
2024-10-30,29,0,27,24,3,1,1,0,6,1.9230769230769231,27,1,NEUTRAL,368.0,2,23,STRONG_TREND,BULLISH
2024-10-31,27,0,25,4,21,1,1,0,4,1.4761904761904763,25,1,NEUTRAL,297.0,20,3,STRONG_TREND,BEARISH
2024-11-01,35,0,33,31,2,1,1,0,4,1.3448275862068966,33,1,NEUTRAL,406.0,1,30,STRONG_TREND,BULLISH
2024-11-04,30,0,28,2,26,1,1,0,10,2.0384615384615383,28,1,NEUTRAL,392.0,25,1,STRONG_TREND,BEARISH
2024-11-05,62,1,60,59,1,1,1,0,8,1.5490196078431373,60,1,NEUTRAL,543.0,0,58,STRONG_TREND,BULLISH
2024-11-06,39,0,38,33,4,1,1,0,5,1.6764705882352942,38,1,NEUTRAL,432.0,3,32,STRONG_TREND,BULLISH
2024-11-07,15,0,13,9,4,1,1,0,12,2.727272727272727,13,1,NEUTRAL,183.0,3,8,STRONG_TREND,BULLISH
2024-11-08,44,0,42,33,9,1,1,0,6,1.6388888888888888,42,1,NEUTRAL,423.0,8,32,STRONG_TREND,BULLISH
2024-11-11,15,0,14,12,1,1,1,0,6,1.8181818181818181,14,1,NEUTRAL,307.0,0,11,STRONG_TREND,BULLISH
2024-11-12,62,0,60,2,58,1,1,0,7,1.6226415094339623,60,1,NEUTRAL,517.0,57,1,STRONG_TREND,BEARISH
2024-11-13,43,0,41,31,10,1,1,0,4,1.4705882352941178,41,1,NEUTRAL,315.0,9,30,STRONG_TREND,BULLISH
2024-11-14,31,0,30,1,28,1,1,0,8,2.1785714285714284,30,1,NEUTRAL,402.0,27,0,STRONG_TREND,BEARISH
2024-11-15,28,0,27,3,23,1,1,0,10,2.347826086956522,27,1,NEUTRAL,304.0,22,2,STRONG_TREND,BEARISH
2024-11-18,28,0,26,20,6,1,1,0,9,2.0434782608695654,26,1,NEUTRAL,219.0,5,19,STRONG_TREND,BULLISH
2024-11-19,41,0,40,33,6,1,1,0,8,1.6842105263157894,40,1,NEUTRAL,463.0,5,32,STRONG_TREND,BULLISH
2024-11-20,30,0,28,11,17,1,1,0,4,1.2307692307692308,28,1,NEUTRAL,409.0,16,10,STRONG_TREND,BEARISH
2024-11-21,52,0,51,42,8,1,1,0,6,1.5476190476190477,51,1,NEUTRAL,701.0,7,41,STRONG_TREND,BULLISH
2024-11-22,39,0,37,33,4,1,1,0,10,2.129032258064516,37,1,NEUTRAL,447.0,3,32,STRONG_TREND,BULLISH
2024-11-25,23,0,22,8,13,1,1,0,6,1.9444444444444444,22,1,NEUTRAL,306.0,12,7,STRONG_TREND,BEARISH
2024-11-26,72,0,71,54,15,1,1,1,7,1.5573770491803278,71,1,NEUTRAL,470.0,14,53,STRONG_TREND,BULLISH
2024-11-27,39,0,37,5,32,1,1,0,8,1.5666666666666667,37,1,NEUTRAL,331.0,31,4,STRONG_TREND,BEARISH
2024-11-28,31,0,29,25,4,1,1,0,5,1.9130434782608696,29,1,NEUTRAL,100.0,3,24,STRONG_TREND,BULLISH
2024-11-29,35,0,34,32,1,1,1,0,9,2.0344827586206895,34,1,NEUTRAL,313.0,0,31,STRONG_TREND,BULLISH
2024-12-02,37,0,36,1,21,1,1,13,6,1.8888888888888888,36,1,NEUTRAL,318.0,20,0,STRONG_TREND,BEARISH
2024-12-03,35,0,34,1,32,1,1,0,10,1.4333333333333333,34,1,NEUTRAL,307.0,31,0,STRONG_TREND,BEARISH
2024-12-04,25,0,24,14,9,1,1,0,11,2.272727272727273,24,1,NEUTRAL,290.0,8,13,STRONG_TREND,BULLISH
2024-12-05,38,0,37,3,33,1,1,0,6,1.59375,37,1,NEUTRAL,342.0,32,2,STRONG_TREND,BEARISH
2024-12-06,39,1,37,1,33,1,1,3,9,2.1470588235294117,37,1,NEUTRAL,324.0,32,0,STRONG_TREND,BEARISH
2024-12-09,46,0,44,2,42,1,1,0,6,1.7179487179487178,44,1,NEUTRAL,358.0,41,1,STRONG_TREND,BEARISH
2024-12-10,26,0,24,19,5,1,1,0,5,1.7,24,1,NEUTRAL,292.0,4,18,STRONG_TREND,BULLISH
2024-12-11,28,1,25,3,23,1,1,0,5,1.4782608695652173,25,1,NEUTRAL,260.0,22,2,STRONG_TREND,BEARISH
2024-12-12,42,1,39,5,35,1,1,0,8,2.272727272727273,39,1,NEUTRAL,331.0,34,4,STRONG_TREND,BEARISH
2024-12-13,31,0,29,4,25,1,1,0,6,1.7692307692307692,29,1,NEUTRAL,278.0,24,3,STRONG_TREND,BEARISH
2024-12-16,31,0,29,11,18,1,1,0,6,1.9,29,1,NEUTRAL,272.0,17,10,STRONG_TREND,BEARISH
2024-12-17,26,0,24,5,19,1,1,0,9,2.739130434782609,24,1,NEUTRAL,225.0,18,4,STRONG_TREND,BEARISH
2024-12-18,74,1,72,25,47,1,1,0,7,1.4545454545454546,72,1,NEUTRAL,1533.0,46,24,STRONG_TREND,BEARISH
2024-12-19,30,0,29,5,23,1,1,0,9,2.05,29,1,NEUTRAL,440.0,22,4,STRONG_TREND,BEARISH
2024-12-23,32,0,31,20,10,1,1,0,13,2.2666666666666666,31,1,NEUTRAL,454.0,9,19,STRONG_TREND,BULLISH
2024-12-24,49,1,47,45,2,1,1,0,8,1.5454545454545454,47,1,NEUTRAL,419.0,1,44,STRONG_TREND,BULLISH
2024-12-26,41,0,40,36,3,1,1,0,8,2.1515151515151514,40,1,NEUTRAL,271.0,2,35,STRONG_TREND,BULLISH
2024-12-27,43,0,41,17,24,1,1,0,6,1.5277777777777777,41,1,NEUTRAL,502.0,23,16,STRONG_TREND,BEARISH
2024-12-30,57,1,55,32,23,1,1,0,7,1.5660377358490567,55,1,NEUTRAL,533.0,22,31,STRONG_TREND,BULLISH
2024-12-31,36,0,34,8,26,1,1,0,6,1.65625,34,1,NEUTRAL,377.0,25,7,STRONG_TREND,BEARISH
2025-01-02,37,0,35,3,32,1,1,0,15,2.3,35,1,NEUTRAL,754.0,31,2,STRONG_TREND,BEARISH
2025-01-03,30,0,29,19,9,1,1,0,9,1.7692307692307692,29,1,NEUTRAL,358.0,8,18,STRONG_TREND,BULLISH
2025-01-06,48,1,45,25,21,1,1,0,9,1.6511627906976745,45,1,NEUTRAL,523.0,20,24,STRONG_TREND,BULLISH
2025-01-07,49,0,47,4,43,1,1,0,11,1.4883720930232558,47,1,NEUTRAL,560.0,42,3,STRONG_TREND,BEARISH
2025-01-08,27,0,26,13,12,1,1,0,9,1.9583333333333333,26,1,NEUTRAL,333.0,11,12,STRONG_TREND,NEUTRAL
2025-01-10,30,0,29,1,27,1,1,0,8,2.111111111111111,29,1,NEUTRAL,585.0,26,0,STRONG_TREND,BEARISH
2025-01-13,42,0,41,39,1,1,1,0,5,2.0,41,1,NEUTRAL,497.0,0,38,STRONG_TREND,BULLISH
2025-01-14,50,0,49,20,28,1,1,0,17,2.3488372093023258,49,1,NEUTRAL,451.0,27,19,STRONG_TREND,BEARISH
2025-01-15,29,0,27,23,4,1,1,0,7,2.0416666666666665,27,1,NEUTRAL,286.0,3,22,STRONG_TREND,BULLISH
2025-01-16,21,0,19,5,14,1,1,0,11,2.7333333333333334,19,1,NEUTRAL,221.0,13,4,STRONG_TREND,BEARISH
2025-01-17,38,0,36,33,3,1,1,0,7,1.8823529411764706,36,1,NEUTRAL,251.0,2,32,STRONG_TREND,BULLISH
2025-01-20,26,1,23,8,16,1,1,0,11,1.8,23,1,NEUTRAL,268.0,15,7,STRONG_TREND,BEARISH
2025-01-21,55,0,54,52,1,1,1,0,8,2.0416666666666665,54,1,NEUTRAL,430.0,0,51,STRONG_TREND,BULLISH
2025-01-22,17,0,16,4,11,1,1,0,16,3.142857142857143,16,1,NEUTRAL,167.0,10,3,STRONG_TREND,BEARISH
2025-01-23,59,0,58,56,1,1,1,0,11,1.8235294117647058,58,1,NEUTRAL,394.0,0,55,STRONG_TREND,BULLISH
2025-01-24,30,0,28,8,20,1,1,0,7,1.7307692307692308,28,1,NEUTRAL,220.0,19,7,STRONG_TREND,BEARISH
2025-01-27,48,0,47,45,1,1,1,0,10,1.8636363636363635,47,1,NEUTRAL,698.0,0,44,STRONG_TREND,BULLISH
2025-01-28,37,0,35,29,6,1,1,0,4,1.5333333333333334,35,1,NEUTRAL,363.0,5,28,STRONG_TREND,BULLISH
2025-01-29,35,0,33,10,23,1,1,0,6,1.8333333333333333,33,1,NEUTRAL,396.0,22,9,STRONG_TREND,BEARISH
2025-01-30,41,1,39,36,3,1,1,0,8,1.5714285714285714,39,1,NEUTRAL,385.0,2,35,STRONG_TREND,BULLISH
2025-01-31,39,0,38,1,36,1,1,0,5,1.9444444444444444,38,1,NEUTRAL,539.0,35,0,STRONG_TREND,BEARISH
2025-02-03,38,1,36,31,5,1,1,0,4,1.5454545454545454,36,1,NEUTRAL,827.0,4,30,STRONG_TREND,BULLISH
2025-02-04,30,1,28,25,3,1,1,0,12,2.3076923076923075,28,1,NEUTRAL,283.0,2,24,STRONG_TREND,BULLISH
2025-02-05,67,1,64,54,11,1,1,0,7,1.4545454545454546,64,1,NEUTRAL,590.0,10,53,STRONG_TREND,BULLISH
2025-02-06,41,0,40,1,38,1,1,0,7,2.0526315789473686,40,1,NEUTRAL,443.0,37,0,STRONG_TREND,BEARISH
2025-02-07,36,0,34,9,25,1,1,0,13,2.264705882352941,34,1,NEUTRAL,583.0,24,8,STRONG_TREND,BEARISH
2025-02-10,24,0,22,3,19,1,1,0,3,1.263157894736842,22,1,NEUTRAL,327.0,18,2,STRONG_TREND,BEARISH
2025-02-11,42,0,41,38,2,1,1,0,10,2.1052631578947367,41,1,NEUTRAL,333.0,1,37,STRONG_TREND,BULLISH
2025-02-12,23,0,22,17,4,1,1,0,8,2.619047619047619,22,1,NEUTRAL,383.0,3,16,STRONG_TREND,BULLISH
2025-02-13,33,0,32,25,6,1,1,0,14,2.2903225806451615,32,1,NEUTRAL,429.0,5,24,STRONG_TREND,BULLISH
2025-02-14,34,0,32,9,23,1,1,0,5,1.7666666666666666,32,1,NEUTRAL,276.0,22,8,STRONG_TREND,BEARISH
2025-02-17,25,0,23,8,15,1,1,0,8,2.411764705882353,23,1,NEUTRAL,91.0,14,7,STRONG_TREND,BEARISH
2025-02-18,23,0,21,12,9,1,1,0,11,2.611111111111111,21,1,NEUTRAL,268.0,8,11,STRONG_TREND,BULLISH
2025-02-19,30,0,28,23,5,1,1,0,6,2.08,28,1,NEUTRAL,327.0,4,22,STRONG_TREND,BULLISH
2025-02-20,45,0,43,4,39,1,1,0,6,1.65,43,1,NEUTRAL,572.0,38,3,STRONG_TREND,BEARISH
2025-02-21,41,0,40,1,38,1,1,0,9,2.05,40,1,NEUTRAL,610.0,37,0,STRONG_TREND,BEARISH
2025-02-24,30,0,28,10,18,1,1,0,6,1.96,28,1,NEUTRAL,357.0,17,9,STRONG_TREND,BEARISH
2025-02-25,26,0,25,6,18,1,1,0,4,1.4782608695652173,25,1,NEUTRAL,498.0,17,5,STRONG_TREND,BEARISH
2025-02-26,44,1,42,21,21,1,1,0,6,1.7297297297297298,42,1,NEUTRAL,603.0,20,20,STRONG_TREND,NEUTRAL
2025-02-27,37,0,36,19,16,1,1,0,7,1.7878787878787878,36,1,NEUTRAL,672.0,15,18,STRONG_TREND,BULLISH
2025-02-28,49,1,46,33,14,1,1,0,10,1.7954545454545454,46,1,NEUTRAL,778.0,13,32,STRONG_TREND,BULLISH
2025-03-03,65,1,63,5,58,1,1,0,9,1.6271186440677967,63,1,NEUTRAL,1133.0,57,4,STRONG_TREND,BEARISH
2025-03-04,43,1,41,11,30,1,1,0,4,1.5135135135135136,41,1,NEUTRAL,730.0,29,10,STRONG_TREND,BEARISH
2025-03-05,48,1,46,39,7,1,1,0,15,2.0238095238095237,46,1,NEUTRAL,722.0,6,38,STRONG_TREND,BULLISH
2025-03-06,41,0,40,30,9,1,1,0,4,1.394736842105263,40,1,NEUTRAL,619.0,8,29,STRONG_TREND,BULLISH
2025-03-07,44,1,42,23,19,1,1,0,7,1.7804878048780488,42,1,NEUTRAL,736.0,18,22,STRONG_TREND,BULLISH
2025-03-10,64,1,62,9,53,1,1,0,7,1.6557377049180328,62,1,NEUTRAL,946.0,52,8,STRONG_TREND,BEARISH
2025-03-11,35,1,32,2,31,1,1,0,10,2.03125,32,1,NEUTRAL,686.0,30,1,STRONG_TREND,BEARISH
2025-03-12,41,0,39,3,36,1,1,0,11,1.696969696969697,39,1,NEUTRAL,708.0,35,2,STRONG_TREND,BEARISH
2025-03-13,52,1,50,8,42,1,1,0,7,1.8,50,1,NEUTRAL,702.0,41,7,STRONG_TREND,BEARISH
2025-03-14,38,1,35,32,4,1,1,0,7,1.96875,35,1,NEUTRAL,615.0,3,31,STRONG_TREND,BULLISH
2025-03-17,46,0,45,43,1,1,1,0,9,1.6388888888888888,45,1,NEUTRAL,592.0,0,42,STRONG_TREND,BULLISH
2025-03-18,29,0,28,1,26,1,1,0,7,2.12,28,1,NEUTRAL,389.0,25,0,STRONG_TREND,BEARISH
2025-03-19,30,2,26,25,3,1,1,0,5,2.0,26,1,NEUTRAL,625.0,2,24,STRONG_TREND,BULLISH
2025-03-20,37,0,35,33,2,1,1,0,5,1.3571428571428572,35,1,NEUTRAL,559.0,1,32,STRONG_TREND,BULLISH
2025-03-24,31,0,29,27,2,1,1,0,6,1.9565217391304348,29,1,NEUTRAL,353.0,1,26,STRONG_TREND,BULLISH
2025-03-25,29,0,28,1,15,1,1,11,7,2.0,28,1,NEUTRAL,259.0,14,0,STRONG_TREND,BEARISH
2025-03-26,40,1,38,8,30,1,1,0,18,2.2162162162162162,38,1,NEUTRAL,512.0,29,7,STRONG_TREND,BEARISH
2025-03-27,26,0,25,14,10,1,1,0,6,1.7142857142857142,25,1,NEUTRAL,378.0,9,13,STRONG_TREND,BULLISH
2025-03-28,86,2,82,3,81,1,1,0,8,1.4444444444444444,82,1,NEUTRAL,830.0,80,2,STRONG_TREND,BEARISH
2025-03-31,80,2,77,70,8,1,1,0,5,1.452054794520548,77,1,NEUTRAL,995.0,7,69,STRONG_TREND,BULLISH
2025-04-01,38,0,37,21,15,1,1,0,8,1.6285714285714286,37,1,NEUTRAL,641.0,14,20,STRONG_TREND,BULLISH
2025-04-02,57,2,54,53,2,1,1,0,7,1.6153846153846154,54,1,NEUTRAL,950.0,1,52,STRONG_TREND,BULLISH
2025-04-03,47,0,45,3,42,1,1,0,8,1.9534883720930232,45,1,NEUTRAL,770.0,41,2,STRONG_TREND,BEARISH
2025-04-04,61,1,58,3,56,1,1,0,5,1.3461538461538463,58,1,NEUTRAL,1592.0,55,2,STRONG_TREND,BEARISH
2025-04-07,28,2,25,14,12,1,1,0,3,1.1363636363636365,25,1,NEUTRAL,2608.0,11,13,STRONG_TREND,NEUTRAL
2025-04-08,93,1,91,7,84,1,1,0,6,1.4880952380952381,91,1,NEUTRAL,2353.0,83,6,STRONG_TREND,BEARISH
2025-04-09,43,1,41,40,1,1,1,0,4,1.435897435897436,41,1,NEUTRAL,3638.0,0,39,STRONG_TREND,BULLISH
2025-04-10,53,1,50,3,48,1,1,0,13,1.7446808510638299,50,1,NEUTRAL,1603.0,47,2,STRONG_TREND,BEARISH
2025-04-11,33,1,31,27,4,1,1,0,12,2.576923076923077,31,1,NEUTRAL,1161.0,3,26,STRONG_TREND,BULLISH
2025-04-14,32,0,31,3,27,1,1,0,8,1.7142857142857142,31,1,NEUTRAL,639.0,26,2,STRONG_TREND,BEARISH
2025-04-15,34,0,32,11,21,1,1,0,16,2.923076923076923,32,1,NEUTRAL,486.0,20,10,STRONG_TREND,BEARISH
2025-04-16,60,2,56,13,45,1,1,0,8,1.6666666666666667,56,1,NEUTRAL,1037.0,44,12,STRONG_TREND,BEARISH
2025-04-17,39,0,37,21,16,1,1,0,12,2.388888888888889,37,1,NEUTRAL,504.0,15,20,STRONG_TREND,BULLISH
2025-04-21,90,0,89,1,86,1,1,1,5,1.3902439024390243,89,1,NEUTRAL,1057.0,85,0,STRONG_TREND,BEARISH
2025-04-22,47,0,46,44,1,1,1,0,7,1.558139534883721,46,1,NEUTRAL,764.0,0,43,STRONG_TREND,BULLISH
2025-04-23,35,1,33,7,26,1,1,0,4,1.6666666666666667,33,1,NEUTRAL,906.0,25,6,STRONG_TREND,BEARISH
2025-04-24,57,2,53,52,3,1,1,0,6,1.6730769230769231,53,1,NEUTRAL,868.0,2,51,STRONG_TREND,BULLISH
2025-04-25,31,1,28,13,16,1,1,0,4,1.5384615384615385,28,1,NEUTRAL,467.0,15,12,STRONG_TREND,BEARISH
2025-04-28,40,1,38,8,30,1,1,0,6,1.4242424242424243,38,1,NEUTRAL,553.0,29,7,STRONG_TREND,BEARISH
2025-04-29,35,0,34,30,3,1,1,0,4,1.4838709677419355,34,1,NEUTRAL,418.0,2,29,STRONG_TREND,BULLISH
2025-04-30,44,0,43,23,19,1,1,0,5,1.675,43,1,NEUTRAL,1065.0,18,22,STRONG_TREND,BULLISH
2025-05-01,41,0,39,25,14,1,1,0,7,1.5714285714285714,39,1,NEUTRAL,488.0,13,24,STRONG_TREND,BULLISH
2025-05-02,16,0,14,9,5,1,1,0,10,3.1666666666666665,14,1,NEUTRAL,365.0,4,8,STRONG_TREND,BULLISH
2025-05-05,35,0,33,31,2,1,1,0,8,2.4516129032258065,33,1,NEUTRAL,405.0,1,30,STRONG_TREND,BULLISH
2025-05-06,27,1,24,18,7,1,1,0,5,1.8181818181818181,24,1,NEUTRAL,515.0,6,17,STRONG_TREND,BULLISH
2025-05-07,35,2,32,27,6,1,1,0,9,2.310344827586207,32,1,NEUTRAL,466.0,5,26,STRONG_TREND,BULLISH
2025-05-08,37,0,35,24,11,1,1,0,6,1.6764705882352942,35,1,NEUTRAL,633.0,10,23,STRONG_TREND,BULLISH
2025-05-09,32,0,30,5,25,1,1,0,6,1.8214285714285714,30,1,NEUTRAL,369.0,24,4,STRONG_TREND,BEARISH
2025-05-12,27,0,26,16,9,1,1,0,9,2.2857142857142856,26,1,NEUTRAL,381.0,8,15,STRONG_TREND,BULLISH
2025-05-13,21,0,19,8,11,1,1,0,8,2.066666666666667,19,1,NEUTRAL,271.0,10,7,STRONG_TREND,BEARISH
2025-05-14,18,0,17,1,15,1,1,0,11,2.5294117647058822,17,1,NEUTRAL,312.0,14,0,STRONG_TREND,BEARISH
2025-05-15,54,1,51,51,1,1,1,0,8,1.8444444444444446,51,1,NEUTRAL,542.0,0,50,STRONG_TREND,BULLISH
2025-05-16,47,1,45,42,3,1,1,0,10,1.6944444444444444,45,1,NEUTRAL,432.0,2,41,STRONG_TREND,BULLISH
2025-05-19,40,0,39,37,1,1,1,0,7,1.4166666666666667,39,1,NEUTRAL,498.0,0,36,STRONG_TREND,BULLISH
2025-05-20,22,0,20,2,18,1,1,0,8,2.4705882352941178,20,1,NEUTRAL,321.0,17,1,STRONG_TREND,BEARISH
2025-05-21,34,0,33,5,27,1,1,0,6,1.9333333333333333,33,1,NEUTRAL,670.0,26,4,STRONG_TREND,BEARISH
2025-05-22,36,1,34,28,6,1,1,0,9,2.4375,34,1,NEUTRAL,381.0,5,27,STRONG_TREND,BULLISH
2025-05-23,33,0,32,30,1,1,1,0,6,1.9,32,1,NEUTRAL,445.0,0,29,STRONG_TREND,BULLISH
2025-05-26,31,0,29,8,21,1,1,0,4,1.4090909090909092,29,1,NEUTRAL,166.0,20,7,STRONG_TREND,BEARISH
2025-05-27,55,1,53,46,7,1,1,0,8,1.7708333333333333,53,1,NEUTRAL,529.0,6,45,STRONG_TREND,BULLISH
2025-05-28,39,1,36,8,29,1,1,0,8,1.9375,36,1,NEUTRAL,411.0,28,7,STRONG_TREND,BEARISH
2025-05-29,22,0,20,6,14,1,1,0,8,2.0555555555555554,20,1,NEUTRAL,451.0,13,5,STRONG_TREND,BEARISH
2025-05-30,28,1,26,17,9,1,1,0,6,2.2083333333333335,26,1,NEUTRAL,483.0,8,16,STRONG_TREND,BULLISH
2025-06-02,37,0,35,25,10,1,1,0,8,1.7,35,1,NEUTRAL,512.0,9,24,STRONG_TREND,BULLISH
2025-06-03,45,0,43,38,5,1,1,0,10,2.0,43,1,NEUTRAL,400.0,4,37,STRONG_TREND,BULLISH
2025-06-04,17,0,15,4,11,1,1,0,7,2.1538461538461537,15,1,NEUTRAL,244.0,10,3,STRONG_TREND,BEARISH
2025-06-05,31,0,30,12,16,1,1,1,12,2.111111111111111,30,1,NEUTRAL,404.0,15,11,STRONG_TREND,BEARISH
2025-06-06,19,0,18,11,6,1,1,0,9,2.5,18,1,NEUTRAL,362.0,5,10,STRONG_TREND,BULLISH
2025-06-09,38,1,36,16,20,1,1,0,11,1.90625,36,1,NEUTRAL,336.0,19,15,STRONG_TREND,BEARISH
2025-06-10,29,0,27,22,5,1,1,0,12,2.269230769230769,27,1,NEUTRAL,231.0,4,21,STRONG_TREND,BULLISH
2025-06-11,34,0,33,26,6,1,1,0,9,2.107142857142857,33,1,NEUTRAL,393.0,5,25,STRONG_TREND,BULLISH
2025-06-12,36,0,35,26,8,1,1,0,14,2.3125,35,1,NEUTRAL,365.0,7,25,STRONG_TREND,BULLISH
