date,sig_yellows,sig_oranges,bearish_score,bullish_score,session_range,classification,resolve_direction,trend_score
2025-05-21,5,3,4,2,670.0,RESOLVE,BEARISH,4
2025-05-22,2,11,1,10,381.0,STRONG_TREND,BULLISH,10
2025-05-23,1,10,0,9,445.0,STRONG_TREND,BULLISH,9
2025-05-26,3,1,2,0,166.0,MIXED,BEARISH,2
2025-05-27,3,6,2,5,529.0,RESOLVE,BULLISH,5
2025-05-28,10,3,9,2,411.0,STRONG_TREND,BEARISH,9
2025-05-29,6,3,5,2,451.0,RESOLVE,BEARISH,5
2025-05-30,4,8,3,7,483.0,STRONG_TREND,BULLISH,7
2025-06-02,4,9,3,8,512.0,STRONG_TREND,BULLISH,8
2025-06-03,3,5,2,4,400.0,RESOLVE,BULLISH,4
2025-06-04,6,2,5,1,244.0,RESOLVE,BEARISH,5
2025-06-05,7,5,6,4,404.0,STRONG_TREND,BEARISH,6
2025-06-06,3,1,2,0,362.0,MIXED,BEARISH,2
2025-06-09,6,6,5,5,336.0,RESOLVE,NEUTRAL,5
2025-06-10,2,4,1,3,231.0,RESOLVE,BULLISH,3
2025-06-11,2,9,1,8,393.0,STRONG_TREND,BULLISH,8
2025-06-12,3,10,2,9,365.0,STRONG_TREND,BULLISH,9
2025-06-13,10,2,9,1,535.0,STRONG_TREND,BEARISH,9
2025-06-16,1,1,0,0,334.0,CHOP,NEUTRAL,0
2025-06-17,8,8,7,7,413.0,STRONG_TREND,NEUTRAL,7
2025-06-18,4,6,3,5,406.0,RESOLVE,BULLISH,5
2025-06-19,2,1,1,0,169.0,CHOP,NEUTRAL,1
2025-06-23,5,15,4,14,649.0,STRONG_TREND,BULLISH,14
2025-06-24,3,14,2,13,420.0,STRONG_TREND,BULLISH,13
2025-06-25,9,1,8,0,247.0,STRONG_TREND,BEARISH,8
2025-06-26,1,13,0,12,349.0,STRONG_TREND,BULLISH,12
2025-06-27,1,4,0,3,464.0,RESOLVE,BULLISH,3
2025-06-30,6,4,5,3,257.0,RESOLVE,BEARISH,5
2025-07-01,1,3,0,2,610.0,MIXED,BULLISH,2
2025-07-02,3,2,2,1,208.0,MIXED,NEUTRAL,2
2025-07-03,1,3,0,2,336.0,MIXED,BULLISH,2
2025-07-04,2,3,1,2,83.0,COMPRESSION,NEUTRAL,2
2025-07-07,15,1,14,0,645.0,STRONG_TREND,BEARISH,14
2025-07-08,6,3,5,2,236.0,RESOLVE,BEARISH,5
2025-07-09,3,4,2,3,339.0,RESOLVE,NEUTRAL,3
2025-07-10,2,14,1,13,416.0,STRONG_TREND,BULLISH,13
2025-07-11,4,1,3,0,183.0,RESOLVE,BEARISH,3
2025-07-14,1,6,0,5,227.0,RESOLVE,BULLISH,5
2025-07-15,17,1,16,0,561.0,STRONG_TREND,BEARISH,16
2025-07-16,9,4,8,3,508.0,STRONG_TREND,BEARISH,8
2025-07-17,1,5,0,4,369.0,RESOLVE,BULLISH,4
2025-07-18,10,1,9,0,373.0,STRONG_TREND,BEARISH,9
2025-07-21,5,8,4,7,292.0,STRONG_TREND,BULLISH,7
2025-07-22,1,9,0,8,264.0,STRONG_TREND,BULLISH,8
2025-07-23,2,9,1,8,403.0,STRONG_TREND,BULLISH,8
2025-07-24,1,6,0,5,242.0,RESOLVE,BULLISH,5
2025-07-25,3,6,2,5,308.0,RESOLVE,BULLISH,5
2025-07-28,5,2,4,1,213.0,RESOLVE,BEARISH,4
2025-07-29,6,1,5,0,327.0,RESOLVE,BEARISH,5
2025-07-30,9,4,8,3,491.0,STRONG_TREND,BEARISH,8
2025-07-31,11,2,10,1,573.0,STRONG_TREND,BEARISH,10
2025-08-01,1,1,0,0,451.0,CHOP,NEUTRAL,0
2025-08-04,1,17,0,16,502.0,STRONG_TREND,BULLISH,16
2025-08-05,9,3,8,2,383.0,STRONG_TREND,BEARISH,8
2025-08-06,5,5,4,4,288.0,RESOLVE,NEUTRAL,4
2025-08-07,6,1,5,0,715.0,RESOLVE,BEARISH,5
2025-08-08,3,5,2,4,263.0,RESOLVE,BULLISH,4
2025-08-11,11,2,10,1,370.0,STRONG_TREND,BEARISH,10
2025-08-12,2,4,1,3,411.0,RESOLVE,BULLISH,3
2025-08-13,1,6,0,5,385.0,RESOLVE,BULLISH,5
2025-08-14,2,9,1,8,372.0,STRONG_TREND,BULLISH,8
2025-08-15,1,1,0,0,315.0,CHOP,NEUTRAL,0
2025-08-18,2,3,1,2,141.0,COMPRESSION,NEUTRAL,2
2025-08-19,8,3,7,2,397.0,STRONG_TREND,BEARISH,7
2025-08-20,6,2,5,1,292.0,RESOLVE,BEARISH,5
2025-08-21,3,6,2,5,326.0,RESOLVE,BULLISH,5
2025-08-22,1,14,0,13,766.0,STRONG_TREND,BULLISH,13
2025-08-25,2,1,1,0,325.0,CHOP,NEUTRAL,1
2025-08-26,1,7,0,6,245.0,STRONG_TREND,BULLISH,6
2025-08-27,1,1,0,0,254.0,CHOP,NEUTRAL,0
2025-08-28,4,3,3,2,244.0,RESOLVE,NEUTRAL,3
2025-08-29,4,2,3,1,263.0,RESOLVE,BEARISH,3
2025-09-01,1,2,0,1,133.0,COMPRESSION,NEUTRAL,1
2025-09-02,4,6,3,5,395.0,RESOLVE,BULLISH,5
2025-09-03,9,2,8,1,329.0,STRONG_TREND,BEARISH,8
2025-09-04,2,14,1,13,482.0,STRONG_TREND,BULLISH,13
2025-09-05,3,1,2,0,574.0,MIXED,BEARISH,2
2025-09-08,3,4,2,3,270.0,RESOLVE,NEUTRAL,3
2025-09-09,3,9,2,8,336.0,STRONG_TREND,BULLISH,8
2025-09-10,8,2,7,1,329.0,STRONG_TREND,BEARISH,7
2025-09-11,1,5,0,4,576.0,RESOLVE,BULLISH,4
2025-09-12,9,2,8,1,264.0,STRONG_TREND,BEARISH,8
2025-09-15,5,3,4,2,211.0,RESOLVE,BEARISH,4
2025-09-16,5,2,4,1,309.0,RESOLVE,BEARISH,4
2025-09-17,4,8,3,7,592.0,STRONG_TREND,BULLISH,7
2025-09-18,2,4,1,3,371.0,RESOLVE,BULLISH,3
2025-09-22,4,5,3,4,422.0,RESOLVE,NEUTRAL,4
2025-09-23,8,6,7,5,510.0,STRONG_TREND,BEARISH,7
2025-09-24,3,2,2,1,374.0,MIXED,NEUTRAL,2
2025-09-25,4,5,3,4,346.0,RESOLVE,NEUTRAL,4
2025-09-26,4,6,3,5,323.0,RESOLVE,BULLISH,5
2025-09-29,7,1,6,0,262.0,STRONG_TREND,BEARISH,6
2025-09-30,5,5,4,4,331.0,RESOLVE,NEUTRAL,4
2025-10-01,1,6,0,5,261.0,RESOLVE,BULLISH,5
2025-10-02,5,4,4,3,329.0,RESOLVE,NEUTRAL,4
2025-10-03,1,16,0,15,484.0,STRONG_TREND,BULLISH,15
2025-10-06,5,1,4,0,433.0,RESOLVE,BEARISH,4
2025-10-07,4,2,3,1,437.0,RESOLVE,BEARISH,3
2025-10-08,4,5,3,4,329.0,RESOLVE,NEUTRAL,4
2025-10-09,10,2,9,1,431.0,STRONG_TREND,BEARISH,9
2025-10-10,20,2,19,1,1496.0,STRONG_TREND,BEARISH,19
2025-10-13,1,9,0,8,367.0,STRONG_TREND,BULLISH,8
2025-10-14,5,3,4,2,1080.0,RESOLVE,BEARISH,4
2025-10-15,7,9,6,8,679.0,STRONG_TREND,BULLISH,8
2025-10-16,15,2,14,1,655.0,STRONG_TREND,BEARISH,14
2025-10-17,2,10,1,9,422.0,STRONG_TREND,BULLISH,9
2025-10-20,1,5,0,4,417.0,RESOLVE,BULLISH,4
2025-10-21,1,5,0,4,441.0,RESOLVE,BULLISH,4
2025-10-22,12,1,11,0,484.0,STRONG_TREND,BEARISH,11
2025-10-23,3,9,2,8,318.0,STRONG_TREND,BULLISH,8
2025-10-24,1,7,0,6,407.0,STRONG_TREND,BULLISH,6
2025-10-27,3,4,2,3,223.0,RESOLVE,NEUTRAL,3
2025-10-28,7,3,6,2,291.0,STRONG_TREND,BEARISH,6
2025-10-29,5,5,4,4,598.0,RESOLVE,NEUTRAL,4
2025-10-30,1,13,0,12,624.0,STRONG_TREND,BULLISH,12
2025-10-31,8,5,7,4,374.0,STRONG_TREND,BEARISH,7
2025-11-03,13,1,12,0,506.0,STRONG_TREND,BEARISH,12
2025-11-04,3,4,2,3,396.0,RESOLVE,NEUTRAL,3
2025-11-05,2,9,1,8,422.0,STRONG_TREND,BULLISH,8
2025-11-06,10,1,9,0,569.0,STRONG_TREND,BEARISH,9
2025-11-07,7,8,6,7,583.0,STRONG_TREND,NEUTRAL,7
2025-11-10,5,7,4,6,480.0,STRONG_TREND,BULLISH,6
2025-11-11,2,20,1,19,600.0,STRONG_TREND,BULLISH,19
2025-11-12,1,2,0,1,388.0,CHOP,NEUTRAL,1
2025-11-13,27,2,26,1,828.0,STRONG_TREND,BEARISH,26
2025-11-14,3,8,2,7,521.0,STRONG_TREND,BULLISH,7
2025-11-17,13,2,12,1,786.0,STRONG_TREND,BEARISH,12
2025-11-18,5,4,4,3,461.0,RESOLVE,NEUTRAL,4
2025-11-19,6,6,5,5,401.0,RESOLVE,NEUTRAL,5
2025-11-20,3,3,2,2,1150.0,MIXED,NEUTRAL,2
2025-11-21,2,9,1,8,803.0,STRONG_TREND,BULLISH,8
2025-11-24,5,5,4,4,490.0,RESOLVE,NEUTRAL,4
2025-11-25,2,7,1,6,849.0,STRONG_TREND,BULLISH,6
2025-11-26,1,3,0,2,389.0,MIXED,BULLISH,2
2025-11-27,2,1,1,0,64.0,COMPRESSION,NEUTRAL,1
2025-11-28,2,9,1,8,275.0,STRONG_TREND,BULLISH,8
2025-12-01,4,7,3,6,403.0,STRONG_TREND,BULLISH,6
2025-12-02,4,5,3,4,341.0,RESOLVE,NEUTRAL,4
2025-12-03,1,11,0,10,600.0,STRONG_TREND,BULLISH,10
2025-12-04,6,2,5,1,376.0,RESOLVE,BEARISH,5
2025-12-05,2,7,1,6,270.0,STRONG_TREND,BULLISH,6
2025-12-08,9,1,8,0,372.0,STRONG_TREND,BEARISH,8
2025-12-09,2,4,1,3,428.0,RESOLVE,BULLISH,3
2025-12-10,2,14,1,13,741.0,STRONG_TREND,BULLISH,13
2025-12-11,1,20,0,19,664.0,STRONG_TREND,BULLISH,19
2025-12-12,12,3,11,2,557.0,STRONG_TREND,BEARISH,11
2025-12-15,14,1,13,0,410.0,STRONG_TREND,BEARISH,13
2025-12-16,11,1,10,0,521.0,STRONG_TREND,BEARISH,10
2025-12-17,11,5,10,4,529.0,STRONG_TREND,BEARISH,10
2025-12-18,8,3,7,2,520.0,STRONG_TREND,BEARISH,7
2025-12-22,1,4,0,3,262.0,RESOLVE,BULLISH,3
2025-12-23,1,9,0,8,302.0,STRONG_TREND,BULLISH,8
2025-12-24,1,7,0,6,403.0,STRONG_TREND,BULLISH,6
2025-12-26,6,3,5,2,197.0,RESOLVE,BEARISH,5
2025-12-29,9,1,8,0,322.0,STRONG_TREND,BEARISH,8
2025-12-30,2,1,1,0,190.0,CHOP,NEUTRAL,1
2025-12-31,12,1,11,0,350.0,STRONG_TREND,BEARISH,11
2026-01-02,2,6,1,5,560.0,RESOLVE,BULLISH,5
2026-01-05,1,13,0,12,794.0,STRONG_TREND,BULLISH,12
2026-01-06,1,10,0,9,627.0,STRONG_TREND,BULLISH,9
2026-01-07,17,1,16,0,694.0,STRONG_TREND,BEARISH,16
2026-01-08,1,14,0,13,590.0,STRONG_TREND,BULLISH,13
2026-01-09,5,4,4,3,385.0,RESOLVE,NEUTRAL,4
2026-01-12,2,17,1,16,643.0,STRONG_TREND,BULLISH,16
2026-01-13,14,1,13,0,539.0,STRONG_TREND,BEARISH,13
2026-01-14,6,1,5,0,343.0,RESOLVE,BEARISH,5
2026-01-15,1,10,0,9,370.0,STRONG_TREND,BULLISH,9
2026-01-16,8,1,7,0,375.0,STRONG_TREND,BEARISH,7
2026-01-19,1,3,0,2,137.0,COMPRESSION,BULLISH,2
2026-01-20,7,3,6,2,484.0,STRONG_TREND,BEARISH,6
2026-01-21,1,18,0,17,738.0,STRONG_TREND,BULLISH,17
2026-01-22,3,4,2,3,363.0,RESOLVE,NEUTRAL,3
2026-01-23,7,1,6,0,265.0,STRONG_TREND,BEARISH,6
2026-01-26,1,6,0,5,341.0,RESOLVE,BULLISH,5
2026-01-27,5,2,4,1,311.0,RESOLVE,BEARISH,4
2026-01-28,6,1,5,0,300.0,RESOLVE,BEARISH,5
2026-01-29,4,3,3,2,718.0,RESOLVE,NEUTRAL,3
2026-01-30,14,2,13,1,598.0,STRONG_TREND,BEARISH,13
2026-02-02,1,2,0,1,789.0,CHOP,NEUTRAL,1
2026-02-03,16,3,15,2,833.0,STRONG_TREND,BEARISH,15
2026-02-04,8,5,7,4,543.0,STRONG_TREND,BEARISH,7
2026-02-05,14,2,13,1,595.0,STRONG_TREND,BEARISH,13
2026-02-06,1,21,0,20,969.0,STRONG_TREND,BULLISH,20
2026-02-09,4,4,3,3,392.0,RESOLVE,NEUTRAL,3
2026-02-10,5,6,4,5,408.0,RESOLVE,NEUTRAL,5
2026-02-11,7,1,6,0,608.0,STRONG_TREND,BEARISH,6
2026-02-12,9,2,8,1,1028.0,STRONG_TREND,BEARISH,8
2026-02-13,4,10,3,9,662.0,STRONG_TREND,BULLISH,9
2026-02-16,8,2,7,1,181.0,STRONG_TREND,BEARISH,7
2026-02-17,10,1,9,0,554.0,STRONG_TREND,BEARISH,9
2026-02-18,1,7,0,6,478.0,STRONG_TREND,BULLISH,6
2026-02-19,9,3,8,2,415.0,STRONG_TREND,BEARISH,8
2026-02-20,2,3,1,2,571.0,MIXED,NEUTRAL,2
2026-02-23,9,1,8,0,990.0,STRONG_TREND,BEARISH,8
2026-02-24,1,7,0,6,542.0,STRONG_TREND,BULLISH,6
2026-02-25,5,5,4,4,343.0,RESOLVE,NEUTRAL,4
2026-02-26,11,3,10,2,611.0,STRONG_TREND,BEARISH,10
2026-02-27,2,1,1,0,425.0,CHOP,NEUTRAL,1
2026-03-02,1,13,0,12,689.0,STRONG_TREND,BULLISH,12
2026-03-03,9,18,8,17,1074.0,STRONG_TREND,BULLISH,17
2026-03-04,5,5,4,4,515.0,RESOLVE,NEUTRAL,4
2026-03-05,21,3,20,2,941.0,STRONG_TREND,BEARISH,20
2026-03-06,4,9,3,8,578.0,STRONG_TREND,BULLISH,8
2026-03-09,7,14,6,13,1282.0,STRONG_TREND,BULLISH,13
2026-03-10,6,14,5,13,791.0,STRONG_TREND,BULLISH,13
2026-03-11,10,1,9,0,537.0,STRONG_TREND,BEARISH,9
2026-03-12,6,4,5,3,411.0,RESOLVE,BEARISH,5
2026-03-13,15,3,14,2,654.0,STRONG_TREND,BEARISH,14
2026-03-16,4,7,3,6,368.0,STRONG_TREND,BULLISH,6
2026-03-17,7,3,6,2,452.0,STRONG_TREND,BEARISH,6
2026-03-18,14,2,13,1,833.0,STRONG_TREND,BEARISH,13
2026-03-19,3,6,2,5,512.0,RESOLVE,BULLISH,5
2026-03-23,4,7,3,6,623.0,STRONG_TREND,BULLISH,6
2026-03-24,2,15,1,14,859.0,STRONG_TREND,BULLISH,14
2026-03-25,8,1,7,0,556.0,STRONG_TREND,BEARISH,7
2026-03-26,10,7,9,6,676.0,STRONG_TREND,BEARISH,9
2026-03-27,5,1,4,0,746.0,RESOLVE,BEARISH,4
2026-03-30,11,2,10,1,575.0,STRONG_TREND,BEARISH,10
2026-03-31,4,9,3,8,920.0,STRONG_TREND,BULLISH,8
2026-04-01,3,4,2,3,343.0,RESOLVE,NEUTRAL,3
2026-04-02,2,8,1,7,874.0,STRONG_TREND,BULLISH,7
2026-04-06,1,8,0,7,492.0,STRONG_TREND,BULLISH,7
2026-04-07,4,5,3,4,503.0,RESOLVE,NEUTRAL,4
2026-04-08,8,2,7,1,472.0,STRONG_TREND,BEARISH,7
2026-04-09,1,9,0,8,635.0,STRONG_TREND,BULLISH,8
2026-04-10,8,1,7,0,379.0,STRONG_TREND,BEARISH,7
2026-04-13,2,12,1,11,746.0,STRONG_TREND,BULLISH,11
2026-04-14,1,9,0,8,419.0,STRONG_TREND,BULLISH,8
2026-04-15,3,1,2,0,429.0,MIXED,BEARISH,2
2026-04-16,7,1,6,0,342.0,STRONG_TREND,BEARISH,6
2026-04-17,1,4,0,3,682.0,RESOLVE,BULLISH,3
2026-04-20,3,3,2,2,297.0,MIXED,NEUTRAL,2
2026-04-21,4,3,3,2,814.0,RESOLVE,NEUTRAL,3
2026-04-22,7,3,6,2,390.0,STRONG_TREND,BEARISH,6
2026-04-23,8,3,7,2,667.0,STRONG_TREND,BEARISH,7
2026-04-24,3,1,2,0,274.0,MIXED,BEARISH,2
2026-04-27,3,2,2,1,332.0,MIXED,NEUTRAL,2
2026-04-28,6,1,5,0,317.0,RESOLVE,BEARISH,5
2026-04-29,12,1,11,0,509.0,STRONG_TREND,BEARISH,11
2026-04-30,1,16,0,15,750.0,STRONG_TREND,BULLISH,15
2026-05-01,12,4,11,3,577.0,STRONG_TREND,BEARISH,11
2026-05-05,4,6,3,5,354.0,RESOLVE,BULLISH,5
2026-05-06,1,9,0,8,329.0,STRONG_TREND,BULLISH,8
2026-05-07,17,1,16,0,657.0,STRONG_TREND,BEARISH,16
2026-05-08,10,1,9,0,364.0,STRONG_TREND,BEARISH,9
2026-05-11,2,6,1,5,309.0,RESOLVE,BULLISH,5
2026-05-12,6,7,5,6,527.0,STRONG_TREND,NEUTRAL,6
2026-05-15,11,1,10,0,416.0,STRONG_TREND,BEARISH,10
2026-05-18,6,6,5,5,417.0,RESOLVE,NEUTRAL,5
2026-05-19,1,3,0,2,371.0,MIXED,BULLISH,2
