date,time,time_bucket,trade_type,direction,realized_pl,contracts,bars_held,day_type,mode
2024-06-24,10:30:00,10:30-11:00,SESSION_EXIT,long,-12.0,0,9,TREND,
2024-06-25,09:56:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-06-25,10:09:00,10:00-10:30,PARTIAL_TP,short,66.0,1,13,TREND,
2024-06-25,10:30:00,10:30-11:00,SESSION_EXIT,short,2.0,0,34,TREND,
2024-06-26,10:08:00,10:00-10:30,CHOP_SELL,short,0.0,2,0,CHOP,
2024-06-26,10:30:00,10:30-11:00,SESSION_EXIT,short,-58.0,0,22,TREND,
2024-06-27,10:19:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-06-27,10:30:00,10:30-11:00,SESSION_EXIT,long,14.0,0,11,TREND,
2024-06-28,10:12:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-06-28,10:16:00,10:00-10:30,EXIT_FLAT,long,-128.0,0,4,TREND,
2024-06-28,12:51:00,12:30-13:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-06-28,12:52:00,12:30-13:00,SESSION_EXIT,short,4.0,0,1,TREND,
2024-07-01,09:46:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-01,10:01:00,10:00-10:30,EXIT_FLAT,long,-124.0,0,15,TREND,
2024-07-01,10:14:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-01,10:30:00,10:30-11:00,SESSION_EXIT,short,52.0,0,16,TREND,
2024-07-02,10:29:00,10:00-10:30,CHOP_SELL,short,0.0,2,0,CHOP,
2024-07-02,10:30:00,10:30-11:00,SESSION_EXIT,short,2.0,0,1,TREND,
2024-07-03,09:51:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-03,10:30:00,10:30-11:00,SESSION_EXIT,short,-14.0,0,39,TREND,
2024-07-04,09:49:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-04,10:30:00,10:30-11:00,SESSION_EXIT,short,92.0,0,41,TREND,
2024-07-05,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-05,09:47:00,09:30-10:00,EXIT_FLAT,long,-136.0,0,4,TREND,
2024-07-05,10:08:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-05,10:30:00,10:30-11:00,SESSION_EXIT,short,-36.0,0,22,TREND,
2024-07-08,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-08,09:56:00,09:30-10:00,EXIT_FLAT,long,-146.0,0,9,TREND,
2024-07-08,10:38:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-07-08,10:39:00,10:30-11:00,SESSION_EXIT,short,-6.0,0,1,TREND,
2024-07-09,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-09,09:58:00,09:30-10:00,PARTIAL_TP,short,50.0,1,16,TREND,
2024-07-09,10:30:00,10:30-11:00,SESSION_EXIT,short,40.0,0,48,TREND,
2024-07-10,11:08:00,11:00-11:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-10,11:09:00,11:00-11:30,SESSION_EXIT,long,-8.0,0,1,TREND,
2024-07-11,09:51:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-11,10:05:00,10:00-10:30,PARTIAL_TP,long,54.0,1,14,TREND,
2024-07-11,10:30:00,10:30-11:00,SESSION_EXIT,long,-2.0,0,39,TREND,
2024-07-12,10:17:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-12,10:30:00,10:30-11:00,SESSION_EXIT,long,72.0,0,13,TREND,
2024-07-15,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-15,09:57:00,09:30-10:00,PARTIAL_TP,short,55.0,1,14,TREND,
2024-07-15,10:30:00,10:30-11:00,SESSION_EXIT,short,11.0,0,47,TREND,
2024-07-16,09:44:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-16,09:47:00,09:30-10:00,PARTIAL_TP,long,67.0,1,3,TREND,
2024-07-16,11:00:00,11:00-11:30,SESSION_EXIT,long,331.0,0,76,CHOP,
2024-07-17,09:51:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-17,10:14:00,10:00-10:30,PARTIAL_TP,long,54.0,1,23,TREND,
2024-07-17,10:30:00,10:30-11:00,SESSION_EXIT,long,43.0,0,39,TREND,
2024-07-18,09:44:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-18,09:59:00,09:30-10:00,PARTIAL_TP,long,57.0,1,15,TREND,
2024-07-18,10:32:00,10:30-11:00,SESSION_EXIT,long,64.0,0,48,CHOP,
2024-07-19,10:27:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-19,10:30:00,10:30-11:00,SESSION_EXIT,short,34.0,0,3,TREND,
2024-07-22,09:44:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-22,09:57:00,09:30-10:00,PARTIAL_TP,short,69.0,1,13,TREND,
2024-07-22,10:30:00,10:30-11:00,SESSION_EXIT,short,-8.0,0,46,TREND,
2024-07-23,10:03:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-23,10:30:00,10:30-11:00,SESSION_EXIT,long,26.0,0,27,TREND,
2024-07-24,09:51:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-24,09:53:00,09:30-10:00,PARTIAL_TP,short,52.0,1,2,TREND,
2024-07-24,11:14:00,11:00-11:30,SESSION_EXIT,short,170.0,0,83,CHOP,
2024-07-25,09:44:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-25,09:54:00,09:30-10:00,PARTIAL_TP,long,69.0,1,10,TREND,
2024-07-25,10:37:00,10:30-11:00,SESSION_EXIT,long,96.0,0,53,CHOP,
2024-07-26,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-26,09:48:00,09:30-10:00,PARTIAL_TP,long,67.0,1,5,TREND,
2024-07-26,10:00:00,10:00-10:30,CHOP_TP,long,89.0,0,17,CHOP,
2024-07-26,10:01:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-26,10:09:00,10:00-10:30,EXIT_FLAT,long,-136.0,0,8,TREND,
2024-07-26,10:26:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-26,10:30:00,10:30-11:00,SESSION_EXIT,long,-108.0,0,4,TREND,
2024-07-29,10:31:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-29,10:32:00,10:30-11:00,SESSION_EXIT,short,44.0,0,1,TREND,
2024-07-30,09:45:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-07-30,09:57:00,09:30-10:00,CHOP_TP,long,50.0,0,12,CHOP,
2024-07-30,10:01:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-30,10:09:00,10:00-10:30,PARTIAL_TP,short,54.0,1,8,TREND,
2024-07-30,10:32:00,10:30-11:00,SESSION_EXIT,short,42.0,0,31,TREND,
2024-07-31,09:54:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-07-31,09:56:00,09:30-10:00,PARTIAL_TP,short,59.0,1,2,TREND,
2024-07-31,10:11:00,10:00-10:30,EXIT_FLAT,short,-79.0,0,17,TREND,
2024-07-31,10:15:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-07-31,10:30:00,10:30-11:00,PARTIAL_TP,long,58.0,1,15,TREND,
2024-07-31,10:40:00,10:30-11:00,SESSION_EXIT,long,78.0,0,25,CHOP,
2024-08-01,09:45:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-01,09:50:00,09:30-10:00,PARTIAL_TP,short,69.0,1,5,TREND,
2024-08-01,13:54:00,13:30-14:00,SESSION_EXIT,short,742.0,0,249,CHOP,
2024-08-02,10:06:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-02,10:10:00,10:00-10:30,PARTIAL_TP,short,58.0,1,4,TREND,
2024-08-02,11:12:00,11:00-11:30,SESSION_EXIT,short,381.0,0,66,CHOP,
2024-08-05,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-05,09:50:00,09:30-10:00,PARTIAL_TP,long,92.0,1,3,TREND,
2024-08-05,09:59:00,09:30-10:00,EXIT_FLAT,long,-69.0,0,12,TREND,
2024-08-05,10:00:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-05,10:03:00,10:00-10:30,EXIT_FLAT,long,-160.0,0,3,TREND,
2024-08-05,12:23:00,12:00-12:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-05,12:24:00,12:00-12:30,SESSION_EXIT,long,-14.0,0,1,TREND,
2024-08-06,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-06,09:51:00,09:30-10:00,PARTIAL_TP,long,73.0,1,4,TREND,
2024-08-06,10:21:00,10:00-10:30,CHOP_TP,long,220.0,0,34,CHOP,
2024-08-06,10:25:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-06,10:29:00,10:00-10:30,EXIT_FLAT,long,-196.0,0,4,TREND,
2024-08-06,10:46:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-06,10:47:00,10:30-11:00,SESSION_EXIT,long,76.0,0,1,TREND,
2024-08-07,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-07,09:56:00,09:30-10:00,PARTIAL_TP,long,86.0,1,13,TREND,
2024-08-07,10:30:00,10:30-11:00,SESSION_EXIT,long,-17.0,0,47,TREND,
2024-08-08,09:46:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-08,09:48:00,09:30-10:00,EXIT_FLAT,long,-184.0,0,2,TREND,
2024-08-08,09:52:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-08,09:54:00,09:30-10:00,PARTIAL_TP,long,58.0,1,2,TREND,
2024-08-08,10:21:00,10:00-10:30,CHOP_TP,long,72.0,0,29,CHOP,
2024-08-08,10:25:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-08,10:30:00,10:30-11:00,SESSION_EXIT,long,2.0,0,5,TREND,
2024-08-09,09:49:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-09,09:54:00,09:30-10:00,EXIT_FLAT,short,-140.0,0,5,TREND,
2024-08-09,10:03:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-09,10:30:00,10:30-11:00,SESSION_EXIT,long,-86.0,0,27,TREND,
2024-08-12,09:44:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-12,09:49:00,09:30-10:00,PARTIAL_TP,short,61.0,1,5,TREND,
2024-08-12,10:30:00,10:30-11:00,SESSION_EXIT,short,-37.0,0,46,TREND,
2024-08-13,09:45:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-13,09:55:00,09:30-10:00,EXIT_FLAT,long,-212.0,0,10,TREND,
2024-08-13,10:05:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-13,10:27:00,10:00-10:30,EXIT_FLAT,short,-130.0,0,22,TREND,
2024-08-13,11:03:00,11:00-11:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-08-13,11:04:00,11:00-11:30,SESSION_EXIT,long,20.0,0,1,TREND,
2024-08-14,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-14,10:05:00,10:00-10:30,EXIT_FLAT,long,-134.0,0,22,TREND,
2024-08-14,10:34:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-14,10:35:00,10:30-11:00,SESSION_EXIT,short,-38.0,0,1,TREND,
2024-08-15,09:59:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-15,10:04:00,10:00-10:30,PARTIAL_TP,short,50.0,1,5,TREND,
2024-08-15,10:30:00,10:30-11:00,SESSION_EXIT,short,11.0,0,31,TREND,
2024-08-16,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-16,10:00:00,10:00-10:30,EXIT_FLAT,short,-176.0,0,17,TREND,
2024-08-16,10:29:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-16,10:30:00,10:30-11:00,SESSION_EXIT,short,40.0,0,1,TREND,
2024-08-19,09:58:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-08-19,10:07:00,10:00-10:30,EXIT_FLAT,short,-134.0,0,9,TREND,
2024-08-19,10:41:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-19,10:42:00,10:30-11:00,SESSION_EXIT,long,8.0,0,1,TREND,
2024-08-20,10:41:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-08-20,10:42:00,10:30-11:00,SESSION_EXIT,short,-6.0,0,1,TREND,
2024-08-21,10:06:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-21,10:14:00,10:00-10:30,PARTIAL_TP,short,52.0,1,8,TREND,
2024-08-21,10:30:00,10:30-11:00,SESSION_EXIT,short,-38.0,0,24,TREND,
2024-08-22,09:50:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-22,10:09:00,10:00-10:30,PARTIAL_TP,short,50.0,1,19,TREND,
2024-08-22,10:22:00,10:00-10:30,CHOP_TP,short,84.0,0,32,CHOP,
2024-08-22,11:19:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-22,11:20:00,11:00-11:30,SESSION_EXIT,short,30.0,0,1,TREND,
2024-08-23,09:50:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-23,10:00:00,10:00-10:30,EXIT_FLAT,short,-220.0,0,10,TREND,
2024-08-23,10:09:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-08-23,10:12:00,10:00-10:30,PARTIAL_TP,long,58.0,1,3,TREND,
2024-08-23,10:32:00,10:30-11:00,SESSION_EXIT,long,43.0,0,23,TREND,
2024-08-26,09:45:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-26,10:15:00,10:00-10:30,CHOP_TP,long,38.0,0,30,CHOP,
2024-08-26,10:17:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-08-26,10:30:00,10:30-11:00,SESSION_EXIT,long,72.0,0,13,TREND,
2024-08-27,09:43:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-27,09:57:00,09:30-10:00,EXIT_FLAT,long,-130.0,0,14,TREND,
2024-08-27,10:57:00,10:30-11:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-08-27,10:58:00,10:30-11:00,SESSION_EXIT,long,8.0,0,1,TREND,
2024-08-28,09:50:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-08-28,09:53:00,09:30-10:00,PARTIAL_TP,long,53.0,1,3,TREND,
2024-08-28,10:30:00,10:30-11:00,SESSION_EXIT,long,-50.0,0,40,TREND,
2024-08-29,09:46:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-29,09:56:00,09:30-10:00,EXIT_FLAT,short,-146.0,0,10,TREND,
2024-08-29,10:52:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-08-29,10:53:00,10:30-11:00,SESSION_EXIT,short,-2.0,0,1,TREND,
2024-08-30,09:47:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-30,10:10:00,10:00-10:30,EXIT_FLAT,short,-148.0,0,23,TREND,
2024-08-30,11:20:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-08-30,11:21:00,11:00-11:30,SESSION_EXIT,short,-18.0,0,1,TREND,
2024-09-02,10:00:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-02,10:30:00,10:30-11:00,SESSION_EXIT,short,10.0,0,30,TREND,
2024-09-03,09:47:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-03,09:50:00,09:30-10:00,PARTIAL_TP,short,56.0,1,3,TREND,
2024-09-03,10:14:00,10:00-10:30,CHOP_TP,short,202.0,0,27,CHOP,
2024-09-03,10:58:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-09-03,10:59:00,10:30-11:00,SESSION_EXIT,short,-30.0,0,1,TREND,
2024-09-04,10:08:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-09-04,10:17:00,10:00-10:30,EXIT_FLAT,long,-128.0,0,9,TREND,
2024-09-04,10:28:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-09-04,10:30:00,10:30-11:00,SESSION_EXIT,long,80.0,0,2,TREND,
2024-09-05,10:47:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-05,10:48:00,10:30-11:00,SESSION_EXIT,short,30.0,0,1,TREND,
2024-09-06,10:13:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-06,10:23:00,10:00-10:30,PARTIAL_TP,short,63.0,1,10,TREND,
2024-09-06,11:01:00,11:00-11:30,SESSION_EXIT,short,38.0,0,48,TREND,
2024-09-09,09:44:00,09:30-10:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-09-09,09:49:00,09:30-10:00,PARTIAL_TP,long,51.0,1,5,TREND,
2024-09-09,13:28:00,13:00-13:30,SESSION_EXIT,long,333.0,0,224,CHOP,
2024-09-10,09:57:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-10,10:06:00,10:00-10:30,PARTIAL_TP,short,65.0,1,9,TREND,
2024-09-10,10:54:00,10:30-11:00,SESSION_EXIT,short,99.0,0,57,CHOP,
2024-09-11,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-11,09:57:00,09:30-10:00,PARTIAL_TP,short,57.0,1,14,TREND,
2024-09-11,10:43:00,10:30-11:00,SESSION_EXIT,short,268.0,0,60,CHOP,
2024-09-12,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-12,09:48:00,09:30-10:00,PARTIAL_TP,short,81.0,1,6,TREND,
2024-09-12,09:57:00,09:30-10:00,CHOP_TP,short,79.0,0,15,CHOP,
2024-09-12,09:59:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-12,10:12:00,10:00-10:30,EXIT_FLAT,short,-176.0,0,13,TREND,
2024-09-12,12:18:00,12:00-12:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-09-12,12:19:00,12:00-12:30,SESSION_EXIT,long,16.0,0,1,TREND,
2024-09-13,09:47:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-09-13,09:58:00,09:30-10:00,PARTIAL_TP,long,56.0,1,11,TREND,
2024-09-13,10:30:00,10:30-11:00,SESSION_EXIT,long,46.0,0,43,TREND,
2024-09-16,09:52:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-09-16,10:03:00,10:00-10:30,EXIT_FLAT,long,-126.0,0,11,TREND,
2024-09-16,10:11:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-09-16,10:26:00,10:00-10:30,EXIT_FLAT,long,-142.0,0,15,TREND,
2024-09-16,10:30:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-16,10:31:00,10:30-11:00,SESSION_EXIT,short,16.0,0,1,TREND,
2024-09-17,09:55:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-17,10:06:00,10:00-10:30,EXIT_FLAT,short,-120.0,0,11,TREND,
2024-09-17,10:12:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-09-17,10:28:00,10:00-10:30,CHOP_TP,long,36.0,0,16,CHOP,
2024-09-17,11:39:00,11:30-12:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-09-17,11:40:00,11:30-12:00,SESSION_EXIT,short,8.0,0,1,TREND,
2024-09-18,09:55:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-18,10:06:00,10:00-10:30,EXIT_FLAT,short,-122.0,0,11,TREND,
2024-09-18,10:27:00,10:00-10:30,CHOP_BUY,long,0.0,2,0,CHOP,
2024-09-18,10:30:00,10:30-11:00,SESSION_EXIT,long,-16.0,0,3,TREND,
2024-09-19,09:45:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-19,09:51:00,09:30-10:00,PARTIAL_TP,short,53.0,1,6,TREND,
2024-09-19,09:58:00,09:30-10:00,EXIT_FLAT,short,-70.0,0,13,TREND,
2024-09-19,11:08:00,11:00-11:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-19,11:09:00,11:00-11:30,SESSION_EXIT,short,-42.0,0,1,TREND,
2024-09-23,09:58:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-23,10:08:00,10:00-10:30,EXIT_FLAT,short,-124.0,0,10,TREND,
2024-09-23,11:37:00,11:30-12:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-09-23,11:38:00,11:30-12:00,SESSION_EXIT,short,-12.0,0,1,TREND,
2024-09-24,10:00:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-24,10:10:00,10:00-10:30,EXIT_FLAT,short,-124.0,0,10,TREND,
2024-09-24,10:57:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-09-24,10:58:00,10:30-11:00,SESSION_EXIT,long,-16.0,0,1,TREND,
2024-09-25,09:50:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-25,10:20:00,10:00-10:30,PARTIAL_TP,short,65.0,1,30,TREND,
2024-09-25,10:42:00,10:30-11:00,SESSION_EXIT,short,50.0,0,52,TREND,
2024-09-26,10:08:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-09-26,10:30:00,10:30-11:00,SESSION_EXIT,short,40.0,0,22,TREND,
2024-09-27,10:00:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-09-27,10:15:00,10:00-10:30,PARTIAL_TP,long,60.0,1,15,TREND,
2024-09-27,10:50:00,10:30-11:00,SESSION_EXIT,long,114.0,0,50,CHOP,
2024-09-30,09:58:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-09-30,10:05:00,10:00-10:30,EXIT_FLAT,short,-162.0,0,7,TREND,
2024-09-30,10:42:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-09-30,10:43:00,10:30-11:00,SESSION_EXIT,long,-10.0,0,1,TREND,
2024-10-01,10:09:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-01,10:30:00,10:30-11:00,SESSION_EXIT,short,58.0,0,21,TREND,
2024-10-02,10:44:00,10:30-11:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-02,10:45:00,10:30-11:00,SESSION_EXIT,long,-6.0,0,1,TREND,
2024-10-03,09:44:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-03,09:48:00,09:30-10:00,PARTIAL_TP,short,53.0,1,4,TREND,
2024-10-03,10:02:00,10:00-10:30,EXIT_FLAT,short,-106.0,0,18,TREND,
2024-10-03,10:10:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-10-03,10:13:00,10:00-10:30,EXIT_FLAT,long,-170.0,0,3,TREND,
2024-10-03,10:34:00,10:30-11:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-03,10:35:00,10:30-11:00,SESSION_EXIT,short,-16.0,0,1,TREND,
2024-10-04,09:53:00,09:30-10:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-04,09:56:00,09:30-10:00,PARTIAL_TP,short,69.0,1,3,TREND,
2024-10-04,12:46:00,12:30-13:00,SESSION_EXIT,short,46.0,0,173,TREND,
2024-10-07,09:42:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-07,10:16:00,10:00-10:30,PARTIAL_TP,long,50.0,1,34,TREND,
2024-10-07,10:30:00,10:30-11:00,SESSION_EXIT,long,-23.0,0,48,TREND,
2024-10-08,11:50:00,11:30-12:00,CHOP_SELL,short,0.0,2,0,CHOP,
2024-10-08,11:51:00,11:30-12:00,SESSION_EXIT,short,-12.0,0,1,CHOP,
2024-10-09,09:45:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-09,10:10:00,10:00-10:30,PARTIAL_TP,long,60.0,1,25,TREND,
2024-10-09,10:25:00,10:00-10:30,EXIT_FLAT,long,-65.0,0,40,TREND,
2024-10-09,11:12:00,11:00-11:30,TREND_LONG,long,0.0,2,0,TREND,
2024-10-09,11:13:00,11:00-11:30,SESSION_EXIT,long,-18.0,0,1,TREND,
2024-10-10,10:49:00,10:30-11:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-10,10:50:00,10:30-11:00,SESSION_EXIT,short,-42.0,0,1,TREND,
2024-10-11,10:06:00,10:00-10:30,TREND_LONG,long,0.0,2,0,TREND,
2024-10-11,10:15:00,10:00-10:30,PARTIAL_TP,long,54.0,1,9,TREND,
2024-10-11,10:49:00,10:30-11:00,SESSION_EXIT,long,94.0,0,43,CHOP,
2024-10-14,09:49:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-14,10:30:00,10:30-11:00,SESSION_EXIT,long,70.0,0,41,TREND,
2024-10-15,09:44:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-15,09:47:00,09:30-10:00,EXIT_FLAT,short,-124.0,0,3,TREND,
2024-10-15,09:57:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-15,10:12:00,10:00-10:30,EXIT_FLAT,short,-120.0,0,15,TREND,
2024-10-15,13:32:00,13:30-14:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-10-15,13:33:00,13:30-14:00,SESSION_EXIT,long,12.0,0,1,TREND,
2024-10-16,09:44:00,09:30-10:00,TREND_LONG,long,0.0,2,0,TREND,
2024-10-16,09:47:00,09:30-10:00,PARTIAL_TP,long,51.0,1,3,TREND,
2024-10-16,10:58:00,10:30-11:00,SESSION_EXIT,long,90.0,0,74,CHOP,
2024-10-17,10:08:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-17,10:30:00,10:30-11:00,SESSION_EXIT,short,-16.0,0,22,TREND,
2024-10-18,09:54:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-18,10:10:00,10:00-10:30,EXIT_FLAT,short,-132.0,0,16,TREND,
2024-10-18,11:59:00,11:30-12:00,CHOP_BUY,long,0.0,2,0,CHOP,
2024-10-18,12:00:00,12:00-12:30,SESSION_EXIT,long,20.0,0,1,CHOP,
2024-10-21,09:42:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-21,10:07:00,10:00-10:30,PARTIAL_TP,short,50.0,1,25,TREND,
2024-10-21,10:12:00,10:00-10:30,CHOP_TP,short,34.0,0,30,CHOP,
2024-10-21,10:25:00,10:00-10:30,TREND_SHORT,short,0.0,2,0,TREND,
2024-10-21,10:30:00,10:30-11:00,SESSION_EXIT,short,66.0,0,5,TREND,
2024-10-22,09:43:00,09:30-10:00,TREND_SHORT,short,0.0,2,0,TREND,
